Web ID,Region of Incident,Reported Date,Reported Year,Reported Month,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death Consolidated,Cause of Death,Information Source,Migration Route,UNSD Geographical Grouping,Source Quality,Lat,Long
52351,Sub-Saharan Africa,22/03/2019,2019,Mar,1,,1,,1,,1,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,11.154918,-1.142613
52348,Sub-Saharan Africa,22/03/2019,2019,Mar,1,,1,,1,,1,Suffocation,Suffocation,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,12.479276,1.521893
52350,Sub-Saharan Africa,22/03/2019,2019,Mar,2,,2,,2,,,Unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,12.167129,-0.34371
52344,Sub-Saharan Africa,21/03/2019,2019,Mar,1,,1,,1,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),Central America to US,Northern America,5,32.057499,-111.6660725
52346,Sub-Saharan Africa,21/03/2019,2019,Mar,1,,1,,,1,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),Central America to US,Northern America,5,32.057499,-111.6660725
52347,Horn of Africa,21/03/2019,2019,Mar,1,,1,,1,,,Medical,"Sickness and lack of access to medicines, Sexual abuse",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,11.115414,0.009824
52345,Sub-Saharan Africa,21/03/2019,2019,Mar,1,,1,,1,,1,Unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,6.362728,2.300038
51578,US-Mexico Border,21/03/2019,2019,Mar,1,,1,,,1,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,,Western Africa,2,10.621309,-4.744354
51579,US-Mexico Border,21/03/2019,2019,Mar,1,,1,,,1,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,,Eastern Africa,2,6.765396,47.412245
52343,Sub-Saharan Africa,20/03/2019,2019,Mar,5,,5,,1,1,,Vehicle,Vehicle Accident,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Central America,1,24.0571489,-105.4576698
51584,Central America,20/03/2019,2019,Mar,1,,1,,,1,,Violence,Violence,Notiver,,Western Africa,2,16.230954,-0.019296
51548,Mediterranean,19/03/2019,2019,Mar,1,3,4,15,,,1,Drowning,Presumed drowning,IOM Libya,Central Mediterranean,Uncategorized,3,32.81624347,12.53085141
51593,Mediterranean,19/03/2019,2019,Mar,1,,1,,1,,,Drowning,Presumed drowning,"La Vanguardia, El Faro de Melilla",Western Mediterranean,Uncategorized,3,35.32053495,-2.951115677
52340,Sub-Saharan Africa,19/03/2019,2019,Mar,1,,1,,1,,,Shot,Shot or stabbed,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,0.439018,9.483392
52341,Sub-Saharan Africa,19/03/2019,2019,Mar,1,,1,,,1,,Shot,Shot or stabbed,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,12.699137,-8.023181
52342,Sub-Saharan Africa,19/03/2019,2019,Mar,1,,1,,1,,,Medical,"Sickness and lack of access to medicines, Dehydration, Sexual abuse",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,12.432517,-1.520122
52339,Sub-Saharan Africa,19/03/2019,2019,Mar,2,,2,,1,1,,Medical,"Sickness and lack of access to medicines, Starvation, Sexual abuse, Shot or stabbed",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,12.432517,-1.520122
51546,Mediterranean,18/03/2019,2019,Mar,3,,3,52,,,,Drowning,Presumed drowning,"Caminando Fronteras, Huffington Post Maghreb",Western Mediterranean,Uncategorized,4,35.26789522,-2.799562392
52338,North Africa,17/03/2019,2019,Mar,1,,1,,1,,,Abuse,"Excessive Physical Abuse, Sexual abuse",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Central America,1,25.56391416,-103.4921116
51545,Central America,17/03/2019,2019,Mar,1,,1,,,1,,Train,Hit by train,Milenio,Western African,Uncategorized,1,29.42576622,-10.45333329
51547,North Africa,17/03/2019,2019,Mar,,19,19,1,,,,Drowning,Presumed drowning,Hams News,,Northern Africa,2,17.736681,34.037046
52336,North Africa,17/03/2019,2019,Mar,1,,1,,1,,1,Medical,"Sickness and lack of access to medicines, Dehydration, Harsh weather/lack of adequate shelter, Suffocation",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,17.736681,34.037046
52337,North Africa,17/03/2019,2019,Mar,3,,3,,1,2,1,Medical,"Sickness and lack of access to medicines, Harsh weather/lack of adequate shelter, Vehicle Accident",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,19.618357,27.694968
52335,Sub-Saharan Africa,16/03/2019,2019,Mar,2,,2,,,2,2,Shot,Shot or stabbed,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,14.342818,-3.603553
52334,Sub-Saharan Africa,15/03/2019,2019,Mar,1,,1,,,1,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),Central America to US,Northern America,5,32.3318032,-112.5245093
51577,US-Mexico Border,15/03/2019,2019,Mar,1,,1,,,1,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,,Western Africa,2,16.795475,-3.005595
51544,Mediterranean,14/03/2019,2019,Mar,1,44,45,22,3,,1,Drowning,Drowning,"Caminando Fronteras, Alarm Phone, AP, Association Marocaine des Droits Humains - Section Nador",Western Mediterranean,Uncategorized,4,35.29825884,-2.688431354
52332,Sub-Saharan Africa,14/03/2019,2019,Mar,1,,1,,1,,1,Shot,Shot or stabbed,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,13.436905,-6.200409
52331,Sub-Saharan Africa,14/03/2019,2019,Mar,3,,3,,,3,1,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,5.448645,-4.026206
52333,Sub-Saharan Africa,14/03/2019,2019,Mar,2,,2,,2,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,11.349313,-5.665146
51576,US-Mexico Border,13/03/2019,2019,Mar,1,,1,,,1,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.7944156,-112.4464473
52329,Sub-Saharan Africa,13/03/2019,2019,Mar,2,,2,,,2,,Vehicle,Vehicle Accident,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,12.782551,-7.728195
52330,Sub-Saharan Africa,13/03/2019,2019,Mar,1,,1,,,1,,Vehicle,Vehicle Accident,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,14.482871,-11.407682
52326,Sub-Saharan Africa,12/03/2019,2019,Mar,1,,1,,,1,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,11.710932,-9.50458
52328,Sub-Saharan Africa,12/03/2019,2019,Mar,1,,1,,1,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,12.699137,-8.023181
52327,Sub-Saharan Africa,12/03/2019,2019,Mar,1,,1,,1,,,Vehicle,Vehicle Accident,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,17.012219,7.981361
51534,Caribbean,11/03/2019,2019,Mar,1,,1,15,,1,,Drowning,Presumed drowning,"Listin Diario, Acento",,Caribbean,3,18.23232618,-69.05735326
52325,Sub-Saharan Africa,11/03/2019,2019,Mar,2,,2,,2,,,Medical,"Sickness and lack of access to medicines, Harsh weather/lack of adequate shelter",Mixed Migration Monitoring Mechanism Initiative (4Mi),Central America to US,Northern America,5,32.0577019,-112.1430215
51575,US-Mexico Border,11/03/2019,2019,Mar,1,,1,,,1,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,,Western Africa,2,5.684477,-0.211797
51532,Mediterranean,10/03/2019,2019,Mar,1,,1,,1,,1,Drowning,Presumed drowning,Hellenic Coast Guard via IOM Greece,Eastern Mediterranean,Uncategorized,5,39.01489506,26.18097159
51533,Mediterranean,10/03/2019,2019,Mar,1,,1,,1,,,Drowning,Presumed drowning,Hellenic Coast Guard via IOM Greece,Eastern Mediterranean,Uncategorized,5,39.27027389,26.39887835
52324,Sub-Saharan Africa,10/03/2019,2019,Mar,1,,1,,1,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,12.479276,1.521893
52323,Sub-Saharan Africa,10/03/2019,2019,Mar,1,,1,,,1,,Unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,14.482871,-11.407682
51531,Mediterranean,09/03/2019,2019,Mar,1,,1,,,,,Drowning,Presumed drowning,IOM Libya,Central Mediterranean,Uncategorized,4,32.81710912,12.87772216
52322,Sub-Saharan Africa,09/03/2019,2019,Mar,2,,2,,,2,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,14.469729,-4.160487
51528,Europe,08/03/2019,2019,Mar,1,,1,1,,1,,Electrocution,Electrocution on railway,Šid Border Police via IOM Serbia,Western Balkans,Southern Europe,5,45.1224366,19.2209294
51530,Mediterranean,08/03/2019,2019,Mar,,2,2,,,,,Drowning,Presumed drowning,IOM Libya,,Western Europe,4,50.97162284,1.858666926
52321,Sub-Saharan Africa,08/03/2019,2019,Mar,15,,15,,1,1,,Starvation,"Starvation, Harsh weather/lack of adequate shelter",Mixed Migration Monitoring Mechanism Initiative (4Mi),Central Mediterranean,Uncategorized,4,32.83091436,12.78114636
51529,Europe,08/03/2019,2019,Mar,1,,1,,,1,,Suffocation,Suffocation,"Le Parisien, Ouest-France, La Voix du Nord, Calais Migrant Solidarity",,Western Africa,2,15.724367,-4.955348
51526,Central America,07/03/2019,2019,Mar,1,,1,,,1,,Medical,Cardiac arrest,Cubanos por el Mundo,Eastern Mediterranean,Uncategorized,4,37.76532984,27.09816193
51521,Mediterranean,07/03/2019,2019,Mar,3,,3,9,,3,2,Drowning,Drowning,"IOM Greece, AP",,Central America,1,8.642780272,-77.52940449
52320,Sub-Saharan Africa,07/03/2019,2019,Mar,3,,3,,1,2,1,Abuse,Excessive Physical Abuse,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Central America,5,16.87924277,-92.91636762
51527,Central America,07/03/2019,2019,Mar,24,,24,33,11,13,5,Vehicle,Vehicle Accident,"Ministerio de Asuntos Exteriores de Guatemala, La Jornada",,Western Africa,2,14.081062,-3.082222
52319,Sub-Saharan Africa,06/03/2019,2019,Mar,3,,3,,1,1,1,Unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),Central America to US,Northern America,5,32.057499,-111.6660725
51574,US-Mexico Border,06/03/2019,2019,Mar,1,,1,,1,,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,,Western Africa,2,14.337751,-0.86585
51520,South America,05/03/2019,2019,Mar,1,,1,,,1,1,Medical,Pneumonia,O Liberal,,South America,3,-1.4396877,-48.4808635
51525,Central America,03/03/2019,2019,Mar,1,,1,,,1,,Fall,Fall from train,"Pulso, San Luis Hoy",,Central America,5,16.34588387,-92.59558193
51514,Mediterranean,03/03/2019,2019,Mar,1,,1,,,1,,Drowning,Presumed drowning,"Europa Press, El Faro de Ceuta Europa ",Western Mediterranean,Uncategorized,3,35.90789948,-5.347827507
51513,Central America,03/03/2019,2019,Mar,2,,2,8,,,,Shot,Shot,"Fiscalía General del Estado de Chiapas, Contraste, El Diario de Coahuila",,Central America,3,22.1728887,-100.9674528
52318,Sub-Saharan Africa,03/03/2019,2019,Mar,1,,1,,1,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,13.436905,-6.200409
52317,Sub-Saharan Africa,01/03/2019,2019,Mar,1,,1,,,1,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,14.469729,-4.160487
52316,Sub-Saharan Africa,01/03/2019,2019,Mar,4,,4,,,,,Starvation,Starvation,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,12.479276,1.521893
51583,Mediterranean,28/02/2019,2019,Feb,2,4,6,,1,1,,Drowning,Drowning,Alarm Phone,Western Mediterranean,Uncategorized,5,35.85628499,-5.854248522
52315,Sub-Saharan Africa,28/02/2019,2019,Feb,1,,1,,,1,,Unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),,,2,8.156476,23.136693
51611,Middle East,27/02/2019,2019,Feb,1,,1,,,1,,Shot,Shot,Syrian Observatory for Human Rights,Central America to US,Northern America,5,32.0577019,-112.1430215
52310,Sub-Saharan Africa,27/02/2019,2019,Feb,1,,1,,,1,,Shot,Shot or stabbed,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Asia,4,35.97994331,36.28678602
52312,North Africa,27/02/2019,2019,Feb,2,,2,,1,1,,Medical,"Sickness and lack of access to medicines, Starvation, Excessive Physical Abuse",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,3.546455,38.663186
52314,North Africa,27/02/2019,2019,Feb,1,,1,,,1,,Medical,"Sickness and lack of access to medicines, Suffocation, Excessive Physical Abuse",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,3.517106,39.063164
51573,US-Mexico Border,27/02/2019,2019,Feb,1,,1,,,1,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,,Northern Africa,2,29.680834,20.418746
52311,Sub-Saharan Africa,27/02/2019,2019,Feb,2,,2,,2,,,Vehicle,Vehicle Accident,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,23.527344,22.255737
52313,North Africa,27/02/2019,2019,Feb,1,,1,,,1,,Vehicle,Vehicle Accident,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,31.75855,14.09306
51571,US-Mexico Border,26/02/2019,2019,Feb,1,,1,,1,,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,32.0577019,-112.1430215
51572,US-Mexico Border,26/02/2019,2019,Feb,1,,1,,,1,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,32.291122,-111.3776691
51509,Mediterranean,25/02/2019,2019,Feb,1,,1,,,,,Drowning,Presumed drowning,IOM Libya,Central Mediterranean,Uncategorized,4,32.79968026,12.74031089
51510,US-Mexico Border,25/02/2019,2019,Feb,1,,1,,,1,,Drowning,Presumed drowning,SuperChannel 12,Central America to US,Northern America,3,28.62095869,-100.160775
52309,North Africa,25/02/2019,2019,Feb,1,,1,,1,,1,Medical,"Sickness and lack of access to medicines, Harsh weather/lack of adequate shelter, Vehicle Accident",Mixed Migration Monitoring Mechanism Initiative (4Mi),Central America to US,Northern America,5,31.8023841,-110.2622842
52308,North Africa,25/02/2019,2019,Feb,3,,3,,1,1,1,Medical,"Sickness and lack of access to medicines, Suffocation, Vehicle Accident, Excessive Physical Abuse",Mixed Migration Monitoring Mechanism Initiative (4Mi),Central America to US,Northern America,5,32.3318032,-112.5245093
52307,Sub-Saharan Africa,25/02/2019,2019,Feb,1,,1,,,1,,Unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,12.479276,1.521893
51569,US-Mexico Border,25/02/2019,2019,Feb,1,,1,,,1,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,,Northern Africa,2,17.736681,34.037046
51570,US-Mexico Border,25/02/2019,2019,Feb,1,,1,,1,,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,,Northern Africa,2,23.180565,25.365494
51507,Europe,24/02/2019,2019,Feb,2,,2,,,2,,Drowning,Drowning,"ANSA Med, Vijesti",Central Mediterranean,Uncategorized,4,32.79588346,12.73451255
51519,South America,24/02/2019,2019,Feb,1,,1,,,1,1,Medical,"Pneumonia, Malnutrition",O Liberal,Western Balkans,Southern Europe,3,45.25895976,15.40639371
51506,Mediterranean,24/02/2019,2019,Feb,1,,1,,,,,Drowning,Presumed drowning,IOM Libya,,South America,1,-1.4396877,-48.4808635
51508,US-Mexico Border,22/02/2019,2019,Feb,1,,1,,,1,,Drowning,Drowning,"US Border Patrol, Telemundo",,Northern Africa,4,35.14307291,-2.9870143
52306,Sub-Saharan Africa,22/02/2019,2019,Feb,1,,1,,,1,1,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),Central America to US,Northern America,5,28.71872327,-100.5066474
51505,North Africa,22/02/2019,2019,Feb,2,,2,,2,,,Unknown,Unknown,"Association Marocaine des Droits Humains - Section Nador, Nador City",Central America to US,Northern America,5,32.3318032,-112.5245093
51568,US-Mexico Border,22/02/2019,2019,Feb,1,,1,,,1,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,,,2,17.948809,19.120111
51504,Mediterranean,21/02/2019,2019,Feb,1,,1,,,1,,Drowning,Presumed drowning,IOM Spain,Central America to US,Northern America,3,32.5630235,-116.9407905
51512,Middle East,21/02/2019,2019,Feb,3,,3,,3,,,Drowning,Presumed drowning,IOM Turkey,Western Mediterranean,Uncategorized,4,36.00469428,-5.509231863
52304,Sub-Saharan Africa,21/02/2019,2019,Feb,1,,1,,,1,,Shot,Shot or stabbed,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Asia,4,36.9195847,37.0347615
52305,North Africa,21/02/2019,2019,Feb,1,,1,,1,,,Medical,"Sickness and lack of access to medicines, Harsh weather/lack of adequate shelter, Excessive Physical Abuse, Sexual abuse",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Asia,4,40.72367111,26.09113528
51498,US-Mexico Border,21/02/2019,2019,Feb,1,,1,,,1,,Vehicle,Vehicle Accident,NBC San Diego,,Western Africa,2,17.012219,7.981361
51832,Middle East,21/02/2019,2019,Feb,1,,1,11,,1,,Vehicle,Vehicle Accident,"UNHCR, Haberturk",,Northern Africa,2,19.618357,27.694968
51503,US-Mexico Border,20/02/2019,2019,Feb,1,,1,,,1,1,Drowning,Drowning,"La Opinión, La Crónica, Breitbart",Central America to US,Northern America,3,32.70599663,-115.1596945
51725,US-Mexico Border,20/02/2019,2019,Feb,1,,1,,,,,Unknown,Unknown (skeletal remains),Brooks County Sheriff's Office,Central America to US,Northern America,5,27.1754316,-98.2668689
51496,Central America,19/02/2019,2019,Feb,1,,1,,,1,,Medical,Cardiac arrest,Movimiento Migrante,,Central America,4,14.67648851,-92.14637539
51497,US-Mexico Border,19/02/2019,2019,Feb,1,,1,2,1,,,Vehicle,Hit by vehicle,Zócalo,Central America to US,Central America,3,32.5423758,-116.9995375
51566,US-Mexico Border,19/02/2019,2019,Feb,1,,1,,,1,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,32.057499,-111.6660725
51567,US-Mexico Border,19/02/2019,2019,Feb,1,,1,,,1,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,32.057499,-111.6660725
52303,Sub-Saharan Africa,19/02/2019,2019,Feb,2,,2,,,2,,Vehicle,Vehicle Accident,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,12.699137,-8.023181
51495,Central America,18/02/2019,2019,Feb,1,,1,,,1,,Vehicle,Hit by vehicle,Plano Informativo,,Central America,1,22.164571,-100.938266
51524,Middle East,18/02/2019,2019,Feb,2,,2,,,2,,Drowning,Presumed drowning,"CNN Türk, Sabah",,Western Asia,3,41.135599,26.32653905
52302,Sub-Saharan Africa,18/02/2019,2019,Feb,1,,1,,,1,,Vehicle,Vehicle Accident,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,11.127705,-4.316257
51501,US-Mexico Border,17/02/2019,2019,Feb,1,,1,,,1,,Unknown,Unknown,Brooks County Sheriff's Office,Central America to US,Northern America,5,27.1599135,-98.4664938
52301,Sub-Saharan Africa,17/02/2019,2019,Feb,3,,3,,,3,1,Vehicle,Vehicle Accident,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,14.081062,-3.082222
52300,Sub-Saharan Africa,16/02/2019,2019,Feb,1,,1,,,1,,Shot,Shot or stabbed,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,14.482871,-11.407682
52299,Sub-Saharan Africa,16/02/2019,2019,Feb,3,,3,,,3,,Medical,"Sickness and lack of access to medicines, Harsh weather/lack of adequate shelter",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,5.718123,0.049
51476,US-Mexico Border,14/02/2019,2019,Feb,1,,1,,,1,,Drowning,Drowning,US Border Patrol,Central America to US,Northern America,5,28.70036057,-100.5107577
51494,Mediterranean,14/02/2019,2019,Feb,3,,3,,,,,Drowning,Presumed drowning,IOM Libya,Western Mediterranean,Uncategorized,3,35.8933612,-5.320987701
52298,Sub-Saharan Africa,14/02/2019,2019,Feb,1,,1,,,1,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),Central Mediterranean,Uncategorized,4,31.20791488,16.50836524
51477,Mediterranean,14/02/2019,2019,Feb,1,,1,,,1,1,Unknown,Unknown,20 Minutos,Central America to US,Northern America,5,27.0663108,-98.1668337
51500,US-Mexico Border,14/02/2019,2019,Feb,1,,1,,,,,Unknown,Unknown (skeletal remains),Brooks County Sheriff's Office,,Western Africa,2,14.081062,-3.082222
51470,US-Mexico Border,13/02/2019,2019,Feb,,1,1,1,,1,,Drowning,Presumed drowning,"El Mañana, Hora Cero",Central America to US,Central America,3,26.09448342,-98.27073824
51472,Mediterranean,13/02/2019,2019,Feb,,1,1,,1,,1,Drowning,Presumed drowning,"Hellenic Coast Guard via IOM Greece, Aegean Boat Report, Ekathimerini",,Central America,1,19.98481163,-101.1500533
52297,North Africa,13/02/2019,2019,Feb,1,,1,,,1,,Medical,"Sickness and lack of access to medicines, Starvation, Dehydration, Suffocation",Mixed Migration Monitoring Mechanism Initiative (4Mi),Eastern Mediterranean,Uncategorized,5,39.41761222,26.3936995
51471,Central America,13/02/2019,2019,Feb,1,,1,7,,1,,Vehicle,Vehicle Accident,MVS Noticias,,Northern Africa,2,23.853192,18.951927
52296,Sub-Saharan Africa,12/02/2019,2019,Feb,3,,3,,,3,1,Shot,Shot or stabbed,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,13.901389,-0.178889
51582,Mediterranean,11/02/2019,2019,Feb,,3,3,9,,,,Drowning,Presumed drowning,Alarm Phone,Central America to US,Northern America,5,27.0839226,-98.1827426
52295,Sub-Saharan Africa,11/02/2019,2019,Feb,4,,4,,1,1,,Starvation,Starvation,Mixed Migration Monitoring Mechanism Initiative (4Mi),Western Mediterranean,Uncategorized,4,35.87646642,-5.81271291
51499,US-Mexico Border,11/02/2019,2019,Feb,1,,1,,1,,,Unknown,Unknown (skeletal remains),Brooks County Sheriff's Office,,Western Africa,2,14.67917,-0.468035
51610,Middle East,10/02/2019,2019,Feb,2,,2,,,,,Shot,Shot,Syrian Observatory for Human Rights,,Western Asia,4,36.11076715,36.38003382
52294,North Africa,10/02/2019,2019,Feb,16,,16,,2,1,1,Medical,"Sickness and lack of access to medicines, Starvation, Excessive Physical Abuse, Sexual abuse",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,30.792592,10.175685
51466,Mediterranean,09/02/2019,2019,Feb,2,3,5,13,,,,Drowning,Presumed drowning,"Algérie360, El Watan, Huffington Post Maghreb",Western Mediterranean,Uncategorized,3,35.85058578,-0.543309023
52293,Sub-Saharan Africa,09/02/2019,2019,Feb,1,,1,,,1,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,12.065762,-4.678001
52289,North Africa,08/02/2019,2019,Feb,7,,7,,,7,,Abuse,"Excessive Physical Abuse, Sexual abuse",Mixed Migration Monitoring Mechanism Initiative (4Mi),Western Balkans,Southern Europe,5,45.4405071,14.1943098
51463,Europe,08/02/2019,2019,Feb,1,,1,,,1,,Hypothermia,Hypothermia,"Police Administration Primorje-Gorski kotar County, TV Istria, N1 news portal, Net.hr news portal, Vijesti.hr news portal",,Western Africa,2,5.600909,-3.161187
52291,Sub-Saharan Africa,08/02/2019,2019,Feb,1,,1,,,1,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,20.050684,5.543735
52290,Sub-Saharan Africa,08/02/2019,2019,Feb,4,,4,,1,1,,Unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,20.050684,5.543735
52287,Sub-Saharan Africa,08/02/2019,2019,Feb,3,,3,,1,1,1,Vehicle,Vehicle Accident,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,15.843984,-2.786168
52288,North Africa,08/02/2019,2019,Feb,14,,14,,2,2,2,Vehicle,Vehicle Accident,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,12.699137,-8.023181
52292,Sub-Saharan Africa,08/02/2019,2019,Feb,2,,2,,,2,2,Vehicle,Vehicle Accident,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,12.699137,-8.023181
51461,Europe,07/02/2019,2019,Feb,1,,1,,,1,,Hypothermia,Hypothermia,"Ouest-France, La Provence",Italy to France,Western Europe,3,44.92068317,6.673599624
51465,Central America,07/02/2019,2019,Feb,1,,1,,,1,,Violence,Murdered,"Vanguardia, El Siglo deTorreón",Central America to US,Central America,1,26.36537824,-98.8131396
51464,US-Mexico Border,07/02/2019,2019,Feb,1,,1,,,1,,Drowning,Presumed drowning,La Tarde,,Central America,3,25.46371166,-100.9798985
51460,Mediterranean,06/02/2019,2019,Feb,1,2,3,42,,,,Drowning,Presumed drowning,Caminando Fronteras,Western Mediterranean,Uncategorized,4,35.866178,-5.87896776
51511,Mediterranean,06/02/2019,2019,Feb,1,,1,,,1,1,Drowning,Presumed drowning,"El Watan, Interlignes, Algérie 360",Central Mediterranean,Uncategorized,3,36.90259233,8.477123271
51459,Europe,05/02/2019,2019,Feb,1,,1,1,,1,,Accident,Fire,Europa Press,,Northern Africa,3,34.9603783,-3.380756397
51456,North Africa,05/02/2019,2019,Feb,8,,8,25,2,1,,Vehicle,Vehicle Accident,"Ali Zoubeidi, Rue20, Alarm Phone Sahara",,Southern Europe,1,43.8453737,18.3691935
51455,North Africa,04/02/2019,2019,Feb,1,,1,,,1,,Hypothermia,Hypothermia,Alarm Phone Sahara,,Northern Africa,4,34.70574612,-1.775936609
51458,US-Mexico Border,04/02/2019,2019,Feb,1,,1,,,1,,Drowning,Presumed drowning,El Mañana,Central America to US,Central America,1,26.37845348,-98.95654923
52286,Sub-Saharan Africa,04/02/2019,2019,Feb,1,,1,,1,,,Unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,13.561406,2.160966
51493,Europe,03/02/2019,2019,Feb,1,,1,,,1,,Vehicle,Hit by vehicle,El Dario,,Northern Africa,4,34.66739196,-1.812885234
51454,North Africa,03/02/2019,2019,Feb,3,,3,,,,,Hypothermia,Hypothermia,Alarm Phone Sahara,,Central America,4,17.7281699,-91.7589941
51457,Central America,03/02/2019,2019,Feb,1,,1,4,,1,,Shot,Shot,Migrant Shelter La 72,,Southern Europe,1,45.1838373,15.8065454
